update_time,name,symbol,marketcap_usd,price,current_supply
2016-03-10 06:03:00,Startcoin,START,1176765, 0.031039,
2016-03-10 06:03:00,BitcoinDark,BTCD,1229423, 0.978763,
2016-03-10 06:03:00,Scotcoin,SCOT,1260500, 0.001260,
2016-03-10 06:03:00,FuelCoin,FC2,1262596, 0.012600,
2016-03-10 06:03:00,Novacoin,NVC,1263415, 0.959691,
2016-03-10 06:03:00,Omni,OMNI,1281105, 2.32,
2016-03-10 06:03:00,Rimbit,RBT,1285275, 0.011277,
2016-03-10 06:03:00,Clams,CLAM,1307533, 0.804155,
2016-03-10 06:03:00,Vanillacoin,VNL,1334266, 0.097053,
2016-03-10 06:03:00,SysCoin,SYS,1375576, 0.003208,
2016-03-10 06:03:00,Xaurum,XAUR,1393727, 218.53,
2016-03-10 06:03:00,Tether,USDT,1451591, 0.999994,
2016-03-10 06:03:00,DigiByte,DGB,1454708, 0.000240,
2016-03-10 06:03:00,MUSE,MUSE,1686634, 0.001240,
2016-03-10 06:03:00,EarthCoin,EAC,1841385, 0.000197,
2016-03-10 06:03:00,Counterparty,XCP,1903137, 0.724180,
2016-03-10 06:03:00,MonaCoin,MONA,1937972, 0.064501,
2016-03-10 06:03:00,NuShares,NSR,2262650, 0.002761,
2016-03-10 06:03:00,StabilityShares,XSI,2263418, 0.245010,
2016-03-10 06:03:00,Bitcrystals,BCY,2466740, 0.058000,
2016-03-10 06:03:00,BlackCoin,BLK,2498794, 0.033179,
2016-03-10 06:03:00,Bitcoin,BTC,6331345748, 413.83,
2016-03-10 06:03:00,Quark,QRK,1225938, 0.004910,
2016-03-10 06:03:00,Decred,DCR,2794328, 2.60,
2016-03-10 06:03:00,BlockShares,BKS,1222579, 6.52,
2016-03-10 06:03:00,Rubycoin,RBY,2922374, 0.128175,
2016-03-10 06:03:00,Ethereum,ETH,945635812, 12.18,
2016-03-10 06:03:00,Storjcoin X,SJCX,4181680, 0.093810,
2016-03-10 06:03:00,Bytecoin,BCN,5578412, 0.000031,
2016-03-10 06:03:00,VPNCoin,VASH,5593627, 0.013972,
2016-03-10 06:03:00,YbCoin,YBC,5721616, 1.90,
2016-03-10 06:03:00,FedoraCoin,TIPS,5914427, 0.000021,
2016-03-10 06:03:00,Agoras Tokens,AGRS,6436962, 0.153261,
2016-03-10 06:03:00,Synereo,AMP,7478542, 0.040468,
2016-03-10 06:03:00,Emercoin,EMC,7864937, 0.211080,
2016-03-10 06:03:00,Namecoin,NMC,8310311, 0.601865,
2016-03-10 06:03:00,VeriCoin,VRC,1154970, 0.042011,
2016-03-10 06:03:00,NEM,XEM,11871000, 0.001319,
2016-03-10 06:03:00,Peercoin,PPC,12263802, 0.532364,
2016-03-10 06:03:00,Monero,XMR,13888273, 1.23,
2016-03-10 06:03:00,BitShares,BTS,14817948, 0.005819,
2016-03-10 06:03:00,Factom,FCT,23520987, 2.69,
2016-03-10 06:03:00,Dogecoin,DOGE,23966630, 0.000232,
2016-03-10 06:03:00,Dash,DASH,28975766, 4.61,
2016-03-10 06:03:00,MaidSafeCoin,MAID,51271926, 0.113295,
2016-03-10 06:03:00,Litecoin,LTC,146473642, 3.27,
2016-03-10 06:03:00,Ripple,XRP,275060249, 0.008068,
2016-03-10 06:03:00,Creditbit,CRB,375690, 0.032435,
2016-03-10 06:03:00,Stellar,XLM,12003106, 0.002188,
2016-03-10 06:03:00,CoinoUSD,XUSD,3455861, 0.984908,
2016-03-10 06:03:00,GridCoin,GRC,3120236, 0.008345,
2016-04-11 11:38:00,Gulden,NLG,753959, 0.002500,
2016-04-11 11:38:00,BitSwift,SWIFT,399485, 0.098707,
2016-04-11 11:38:00,BitBay,BAY,406597, 0.000405,
2016-04-11 11:38:00,Applecoin,APC,410235, 0.018408,
2016-04-11 11:38:00,CasinoCoin,CSC,416034, 0.011178,
